Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
SANTA FE,Las Colonias,Pilar,SI,,,SI,SI,SI,SI,SI,
SANTA FE,Las Colonias,Plaza Matilde,,,,,,,,,
SANTA FE,Las Colonias,Progreso,,,,,SI,SI,SI,SI,
SANTA FE,Las Colonias,Providencia,,,,,SI,,SI,SI,
SANTA FE,Las Colonias,Sa Pereyra,SI,,,,,,SI,SI,
SANTA FE,Las Colonias,San Agustin,,,,,SI,SI,SI,SI,
SANTA FE,Las Colonias,San Carlos Centro,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,Las Colonias,San Carlos Norte,,SI,,,SI,,SI,SI,
SANTA FE,Las Colonias,San Carlos Sud,SI,SI,,,SI,SI,SI,SI,
SANTA FE,Las Colonias,San Jeronimo del Sauce,,,,SI,SI,SI,SI,SI,
SANTA FE,Las Colonias,San Jeronimo Norte,SI,,,SI,SI,SI,SI,SI,
SANTA FE,Las Colonias,San Mariano,,,,,,,SI,,
SANTA FE,Las Colonias,Santa Clara de Buena Vista,,SI,,,SI,SI,SI,,
SANTA FE,Las Colonias,Santo Domingo,,,,,SI,,SI,SI,
SANTA FE,Iriondo,Classon,,,,SI,SI,SI,SI,SI,
SANTA FE,Iriondo,Colonia Medici,,,,,,,,SI,
SANTA FE,Iriondo,Correa,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,Iriondo,Larguia,,,,,,,,SI,
SANTA FE,Iriondo,Lucio V. Lopez,,SI,,,SI,,SI,SI,
SANTA FE,Iriondo,Oliveros,SI,,,SI,SI,SI,,,
SANTA FE,Iriondo,Pueblo Andino,,SI,,,SI,SI,SI,SI,
SANTA FE,Iriondo,Salto Grande,SI,,,,SI,SI,SI,SI,
SANTA FE,Iriondo,Serodino,SI,,,SI,SI,,SI,SI,
SANTA FE,Iriondo,Totoras,SI,,,SI,SI,SI,SI,SI,
SANTA FE,Iriondo,Villa Eloisa,SI,,,SI,SI,SI,SI,SI,
SANTA FE,Iriondo,Villa La Rivera (Oliveros),,,,,,,,SI,
SANTA FE,Iriondo,Villa La Rivera (Pueblo Andino),,,,,,,,SI,SI
SANTA FE,La Capital,Angel Gallardo,,,,,SI,SI,,SI,
SANTA FE,Rosario,Fighiera,SI,,,,SI,SI,SI,,
SANTA FE,Rosario,Funes,SI,SI,,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,General Lagos,SI,,,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Granadero Baigorria,,SI,,SI,SI,SI,SI,SI,
SANTA FE,Rosario,Ibarlucea,,SI,,SI,SI,SI,SI,SI,
SANTA FE,Rosario,Kilometro 101,,,,,SI,SI,,SI,SI
SANTA FE,Rosario,Los Muchachos - La Alborada,,,,,,,,,
SANTA FE,Rosario,Monte Flores,SI,,,,SI,SI,,,
SANTA FE,Rosario,Perez,SI,,,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Piñero (Est. Erasto),,SI,,SI,SI,,,,
SANTA FE,Rosario,Pueblo Esther,SI,,,SI,SI,SI,SI,,SI
SANTA FE,Rosario,Pueblo Muñoz (Est. Bernard),,SI,,,SI,,SI,,
SANTA FE,Rosario,Pueblo Uranga,SI,,,SI,SI,,SI,SI,
SANTA FE,Rosario,Puerto Arroyo Seco,,,,,SI,,,,
SANTA FE,Rosario,Rosario,SI,SI,SI,SI,SI,SI,SI,SI,SI
SANTA FE,Rosario,Soldini,SI,SI,,,SI,SI,SI,,
SANTA FE,Rosario,Villa Amelia,SI,SI,,SI,,,SI,SI,
SANTA FE,Rosario,Villa del Plata,,SI,,,,,SI,,
SANTA FE,Rosario,Villa Gobernador Galvez,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,Rosario,Zavalla,SI,SI,,,SI,SI,SI,SI,
SANTA FE,San Cristobal,Aguara Grande,,,,,,,,SI,SI
SANTA FE,San Cristobal,Ambrosetti,,,,,SI,,SI,SI,SI
SANTA FE,San Cristobal,Arrufo,SI,SI,,SI,SI,SI,SI,,
SANTA FE,San Cristobal,Balneario La Verde,,,,,,,,,SI
SANTA FE,San Cristobal,Capivara,,,,,,,,,SI
SANTA FE,San Cristobal,Ceres,SI,SI,,,SI,SI,SI,SI,
SANTA FE,San Cristobal,Colonia Ana,,,,,,,,SI,
SANTA FE,San Cristobal,Colonia Bossi,SI,,,SI,SI,,,SI,
SANTA FE,San Cristobal,Colonia Rosa,,,,,SI,,,SI,
SANTA FE,San Cristobal,Constanza,,,,,,,SI,,
SANTA FE,San Cristobal,Curupaity,,,,,,,,SI,
SANTA FE,San Cristobal,Hersilia,,SI,,,SI,SI,SI,SI,
SANTA FE,San Cristobal,Huanqueros,,,,,SI,,,SI,
SANTA FE,San Cristobal,La Cabral,,,,,,,SI,SI,SI
SANTA FE,San Cristobal,La Lucila,,,,,,,,,
SANTA FE,San Cristobal,La Rubia,,SI,,,,,SI,SI,
SANTA FE,San Cristobal,Las Avispas,,,,,,,,,
SANTA FE,San Cristobal,Las Palmeras,,,,,SI,,SI,SI,
SANTA FE,San Cristobal,Moises Ville,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,San Cristobal,Monigotes,,,,SI,SI,SI,SI,SI,
SANTA FE,San Cristobal,Ñanducita,,,,,,,,SI,
SANTA FE,San Cristobal,Palacios,SI,,,SI,SI,SI,,SI,
SANTA FE,San Cristobal,San Cristobal,SI,SI,,SI,SI,SI,SI,SI,SI
SANTA FE,San Cristobal,San Guillermo,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,San Cristobal,Santurce,,,,,,,,SI,
SANTA FE,San Cristobal,Soledad,,,,,SI,,SI,SI,
SANTA FE,San Cristobal,Suardi,,,,SI,SI,SI,SI,,
SANTA FE,San Cristobal,Villa Saralegui,,,,,SI,SI,,SI,
SANTA FE,San Cristobal,Villa Trinidad,,,,,SI,SI,SI,,
SANTA FE,San Javier,Alejandra,,,,,SI,,SI,SI,SI
SANTA FE,San Javier,Cacique Ariacaiquin,,,,,SI,,SI,SI,
SANTA FE,San Javier,Colonia Duran,,,,,,,,,SI
SANTA FE,San Javier,La Brava,,,,,SI,,,SI,
SANTA FE,San Javier,Romang,,SI,,SI,SI,SI,SI,SI,
SANTA FE,San Javier,San Javier,,SI,,SI,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Arocena,,SI,,,SI,SI,,,
SANTA FE,San Jeronimo,Balneario Monje,,,,,,,,,
SANTA FE,San Jeronimo,Barrancas,SI,,,,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Barrio Caima,,,,,,,,SI,
SANTA FE,San Jeronimo,Barrio El Pacaa - Barrio Comipini,,,,,,,,,
SANTA FE,San Jeronimo,Bernardo de Irigoyen (Est. Irigoyen),,,,SI,SI,SI,SI,,
SANTA FE,San Jeronimo,Casalegno,,,,,,,SI,,
SANTA FE,San Jeronimo,Centeno,SI,,,,SI,SI,SI,,
SANTA FE,San Jeronimo,Coronda,SI,SI,,SI,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Desvio Arijon,SI,,,,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Diaz,SI,,,SI,SI,,SI,,
SANTA FE,San Jeronimo,Gaboto,,,,,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Galvez,SI,,,SI,SI,SI,SI,SI,SI
SANTA FE,San Jeronimo,Gessler,SI,,,SI,SI,,SI,SI,
SANTA FE,San Jeronimo,Irigoyen,,SI,,,SI,,,SI,
SANTA FE,San Jeronimo,Larrechea,,,,,SI,,SI,SI,
SANTA FE,San Jeronimo,Loma Alta,SI,,,SI,,,SI,,
SANTA FE,San Jeronimo,Lopez (Est. San Martin de Tours),SI,SI,,,SI,,SI,,
SANTA FE,San Jeronimo,Maciel,SI,SI,,,SI,SI,SI,SI,
SANTA FE,San Jeronimo,Monje,SI,,,SI,SI,SI,SI,,
SANTA FE,San Jeronimo,Puerto Aragon,,,,,,,,,
SANTA FE,San Jeronimo,San Eugenio,,,,SI,SI,,,,
SANTA FE,San Jeronimo,San Fabian,SI,SI,,,,,SI,SI,
SANTA FE,San Jeronimo,San Genaro,SI,,,SI,SI,SI,SI,SI,
SANTA FE,San Jeronimo,San Genaro Norte,SI,SI,,SI,SI,,SI,,
SANTA FE,San Justo,Angeloni,,,,,,,,SI,
SANTA FE,San Justo,Cayastacito,,,,,,,SI,SI,
SANTA FE,San Justo,Colonia Dolores,,,,,SI,,,SI,
SANTA FE,San Justo,Esther,,,,,,,,SI,
SANTA FE,San Justo,Gobernador Crespo,SI,SI,,,SI,SI,SI,SI,
SANTA FE,San Justo,La Criolla (Est. Cañadita),SI,,,,SI,,SI,SI,
SANTA FE,San Justo,La Penca y Caraguata,,,,,,,SI,SI,
SANTA FE,San Justo,Marcelino Escalada,SI,,,,SI,SI,SI,SI,
SANTA FE,San Justo,Nare,,,,,,,SI,SI,
TIERRA DEL FUEGO,Rio Grande,Rio Grande,SI,SI,SI,SI,SI,SI,SI,SI,SI
TIERRA DEL FUEGO,Rio Grande,Tolhuin,SI,,,,SI,SI,SI,SI,SI
