Anio,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
2015,2,San Luis,9000,4000,13204,0,0,1000,2,0000,13220
2015,2,Santa Cruz,210000,25000,25519,2000,0,0,0,0000,25756
2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0000,547253
2015,2,Santiago Del Estero,703000,8779,23456,5553,888000,0,0,0000,39379
2015,2,Tierra Del Fuego,15000,285000,36073,2000,0,0,0,0000,36375
2015,2,Tucuman,107000,25178,83462,26966,4502,455000,0,0000,140670
2015,1,Buenos Aires,8882,123589,2267852,220070,126958,1561,5700,0000,2754612
2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0000,1333455
2015,1,Catamarca,13000,7634,13754,3202,517000,9000,1,0000,25130
2015,1,Chaco,26000,12053,47425,15883,5346,489000,135,0000,81357
2015,1,Chubut,651000,6176,57333,102000,0,0,0,0000,64262
2015,1,Cordoba,157000,78427,432802,46574,37443,1615,815,0000,597833
2015,1,Corrientes,36000,13295,47842,15554,4424,235000,98,0000,81484
2015,1,Entre Rios,2867,23951,104168,28113,6926,274000,119,0000,166418
2015,1,Formosa,1891,7336,14413,2024,878000,157000,1,0000,26700
2015,1,Jujuy,2458,9754,19858,3939,603000,0,0,0000,36612
2015,1,La Pampa,6059,8054,45038,26000,10000,13000,10,0000,59210
2015,1,La Rioja,11000,4201,9379,2207,533000,0,3,0000,16334
2015,1,Mendoza,287000,24000,169763,38000,16000,6000,11,0000,170145
2015,1,Misiones,958000,11136,51906,12387,8543,194000,26,0000,85150
2015,1,Neuquen,1895,2577,80787,170000,4067,2000,76,0000,89574
2015,1,Rio Negro,3371,4913,86173,94000,2632,2000,42,0000,97227
2015,1,Salta,1123,14151,64992,13955,2569,15000,5,0000,96810
2015,1,San Juan,8000,445000,51346,0,0,0,2,0000,51801
2015,1,San Luis,10000,8000,12720,0,1000,0,2,0000,12741
2015,1,Santa Cruz,205000,27000,26048,2000,0,0,0,0000,26282
2015,1,Santa Fe,6883,93096,360964,45270,27597,1542,900,0000,536252
2015,1,Santiago Del Estero,701000,9236,23136,4796,748000,0,0,0000,38617
2015,1,Tierra Del Fuego,14000,609000,36319,2000,0,0,0,0000,36944
2015,1,Tucuman,107000,27143,83895,23061,3722,334000,0,0000,138262
2014,4,Buenos Aires,8226,132937,2250445,203620,104322,997000,5406,0000,2705954
2014,4,Capital Federal,2698,62896,1038269,123451,95772,890000,7997,0000,1331972
2014,4,Catamarca,21000,8047,14093,2910,421000,0,1,0000,25493
2014,4,Chaco,483000,12837,42106,7908,2600,124000,2,0000,66060
2014,4,Chubut,1858,6218,60392,70000,0,0,0,0000,68538
2014,4,Cordoba,1903,85362,427844,41947,30858,1177,782,0000,589873
2014,4,Corrientes,40000,13860,42182,7513,2106,0,9,0000,65710
2014,4,Entre Rios,2311,27801,88649,18318,3584,1000,66,0000,140730
2014,4,Formosa,1947,7830,14058,1852,473000,47000,1,0000,26208
2014,4,Jujuy,1880,10427,19740,3443,465000,0,0,0000,35955
2014,4,La Pampa,6266,6879,36520,26000,5000,4000,10,0000,49710
2014,4,La Rioja,9000,4333,9728,1943,386000,0,3,0000,16402
2014,4,Mendoza,303000,19000,169222,36000,14000,5000,12,0000,169611
2014,4,Misiones,547000,11840,53093,8731,2952,54000,12,0000,77229
2014,4,Neuquen,1731,2744,80938,126000,3621,2000,66,0000,89228
2014,4,Rio Negro,3640,4723,85094,94000,2319,4000,30,0000,95904
2014,4,Salta,54000,16214,63221,12552,1922,0,4,0000,93967
2014,4,San Juan,11000,478000,51628,0,0,0,2,0000,52119
2014,4,San Luis,9000,0,13135,0,0,1000,2,0000,13147
2014,4,Santa Cruz,156000,1400,24145,1000,1000,0,0,0000,25703
2014,4,Santa Fe,8707,99962,359293,36718,21098,869000,824,0000,527471
2014,4,Santiago Del Estero,1246,8913,24181,4359,602000,0,0,0000,39301
2014,4,Tierra Del Fuego,12000,283000,31489,2000,0,0,0,0000,31786
2014,4,Tucuman,17000,28746,85091,20631,2733,196000,0,0000,137414
2014,3,Buenos Aires,7355,128187,2281524,156693,68947,243000,4232,0000,2647181
2014,3,Capital Federal,840000,78016,1060145,102170,70907,95000,6626,0000,1318799
2014,3,Catamarca,19000,8845,13790,1915,111000,0,0,0000,24680
2014,3,Chaco,398000,14731,41934,5428,1274,5000,0,0000,63770
2014,3,Chubut,2013,6281,60771,34000,0,0,0,0000,69099
2014,3,Cordoba,660000,98992,435692,28992,18888,84000,664,0000,583972
2014,3,Corrientes,21000,15448,41717,5181,1172,0,0,0000,63539
2014,3,Entre Rios,1709,29710,91450,12569,1310,0,48,0000,136796
2014,3,Formosa,2001,8323,14202,1324,85000,0,0,0000,25935
2014,3,Jujuy,127000,10979,20216,2305,82000,0,0,0000,33709
2014,3,La Pampa,6458,6645,41009,24000,5000,4000,10,0000,54155
2014,3,La Rioja,10000,4785,9720,1337,61000,0,0,0000,15913
2014,3,Mendoza,35000,0,167763,31000,12000,13000,1,0000,167855
2014,3,Misiones,640000,13637,53510,5928,1606,0,1,0000,75322
2014,3,Neuquen,1522,3099,80090,107000,2865,10000,27,0000,87720
2014,3,Rio Negro,3640,5189,86868,87000,1944,8000,9,0000,97745
2014,3,Salta,732000,17481,66026,8314,388000,0,0,0000,92941
2014,3,San Juan,8000,487000,51276,0,0,0,0,0000,51771
2014,3,San Luis,8000,0,13029,0,0,3000,0,0000,13040
2014,3,Santa Cruz,195000,1624,24248,1000,1000,0,0,0000,26069
2014,3,Santa Fe,8230,112593,357615,23962,12124,38000,806,0000,515368
2014,3,Santiago Del Estero,791000,9914,23826,2867,142000,0,0,0000,37540
2014,3,Tierra Del Fuego,12000,336000,32348,2000,0,0,0,0000,32698
2014,3,Tucuman,6000,32716,84668,14101,559000,4000,0,0000,132054
2014,2,Buenos Aires,6902,162274,2288772,140226,56549,284000,4309,0000,2659316
2014,2,Capital Federal,847000,81431,1078213,87359,56004,59000,6427,0000,1310340
2014,2,Catamarca,19000,8844,13794,1915,111000,0,0,0000,24683
2014,2,Chaco,412000,14854,41530,5418,1085,5000,0,0000,63304
2014,2,Chubut,2064,6582,61868,0,0,0,0,0000,70514
2014,2,Cordoba,2105,101598,429536,28698,14824,76000,627,0000,577464
2014,2,Corrientes,20000,15563,41219,5199,956000,0,0,0000,62957
2014,2,Entre Rios,2187,32781,86757,12564,1162,0,44,0000,135495
2014,2,Formosa,2032,8218,13944,1321,85000,0,0,0000,25600
2014,2,Jujuy,1873,11233,18851,2305,82000,0,0,0000,34344
2014,2,La Pampa,7032,6761,34089,18000,5000,4000,10,0000,47919
2014,2,La Rioja,10000,4785,9719,1337,61000,0,0,0000,15912
2014,2,Mendoza,35000,6000,166710,31000,10000,5000,10,0000,166807
2014,2,Misiones,540000,13644,53245,5924,1334,2000,0,0000,74689
2014,2,Neuquen,1531,3206,79087,92000,2289,2000,30,0000,86237
2014,2,Rio Negro,3468,5507,84978,78000,1569,2000,8,0000,95610
2014,2,Salta,53000,18818,64440,8293,388000,0,0,0000,91992
2014,2,San Juan,10000,507000,51129,0,0,0,0,0000,51646
2014,2,San Luis,7000,0,13045,0,0,1000,2,0000,13055
2014,2,Santa Cruz,153000,1637,25374,2000,0,0,0,0000,27166
2014,2,Santa Fe,8515,115197,353559,23939,10058,34000,792,0000,512094
2014,2,Santiago Del Estero,1231,9914,23842,2867,142000,0,0,0000,37996
2014,2,Tierra Del Fuego,12000,334000,31198,2000,0,0,0,0000,31546
2014,2,Tucuman,6000,32714,84675,14101,559000,4000,0,0000,132059
2014,1,Buenos Aires,8469,171244,2279875,121787,38923,206000,4037,0000,2624542
2014,1,Capital Federal,852000,88826,1096050,70293,38798,55000,6208,0000,1301081
2014,1,Catamarca,19000,9147,13330,1672,64000,0,0,0000,24232
2014,1,Chaco,438000,15849,40869,4644,741000,5000,0,0000,62546
2014,1,Chubut,7452,10000,61329,0,0,0,0,0000,68791
2014,1,Cordoba,2076,107705,423114,24112,9818,40000,588,0000,567453
2014,1,Corrientes,20000,16357,40742,4486,630000,0,0,0000,62235
2014,1,Entre Rios,2177,35206,85248,10828,746000,0,43,0000,134248
2014,1,Formosa,2062,8475,13685,1133,67000,0,0,0000,25422
2014,1,Jujuy,1832,11498,18415,2002,56000,0,0,0000,33803
2014,1,La Pampa,7434,6535,32501,17000,5000,4000,10,0000,46506
2014,1,La Rioja,10000,5111,9390,1165,35000,0,0,0000,15711
2014,1,Mendoza,35000,6000,166655,19000,10000,6000,9,0000,166740
2014,1,Misiones,545000,14460,52852,5139,958000,0,0,0000,73954
2014,1,Neuquen,4133,987000,77148,84000,1582,2000,22,0000,83958
2014,1,Rio Negro,4670,4618,84304,73000,1062,1000,8,0000,94736
2014,1,Salta,53000,19677,64061,7192,314000,0,0,0000,91297
2014,1,San Juan,531000,2000,51056,0,0,0,0,0000,51589
2014,1,San Luis,7000,3000,12544,0,1000,0,2,0000,12557
2014,1,Santa Cruz,161000,1625,24972,1000,1000,0,0,0000,26760
2014,1,Santa Fe,8456,124468,345225,20328,6845,23000,668,0000,506013
2014,1,Santiago Del Estero,1234,10531,22817,2422,109000,0,0,0000,37113
2014,1,Tierra Del Fuego,12000,607000,30902,6000,0,0,0,0000,31527
2014,1,Tucuman,6000,34672,83210,11779,362000,3000,0,0000,130032
